cod.	documento	qtd.	ug	data	doc. p/ serv.		
TOTAL DE DOCUMENTOS		2	158393	06/03/2023			
TOTAL DE DOCUMENTOS		13	158393	06/03/2023			
TOTAL DE DOCUMENTOS		14	158393	06/03/2023			
TOTAL DE DOCUMENTOS		3	158393	03/04/2023			
TOTAL DE DOCUMENTOS		26	158393	03/04/2023			
TOTAL DE DOCUMENTOS		2	158393	03/04/2023			
TOTAL DE DOCUMENTOS		9	158393	03/04/2023			
TOTAL DE DOCUMENTOS		4	158393	03/04/2023			
TOTAL DE DOCUMENTOS		30	158393	03/04/2023			
TOTAL DE DOCUMENTOS		23	158393	03/04/2023			
TOTAL DE DOCUMENTOS		8	158393	03/04/2023			
TOTAL DE DOCUMENTOS		9	158393	03/04/2023			
TOTAL DE DOCUMENTOS		13	158393	03/04/2023			
TOTAL DE DOCUMENTOS		14	158393	03/04/2023			
TOTAL DE DOCUMENTOS		7	158393	03/04/2023			
TOTAL DE DOCUMENTOS		14	158393	03/04/2023			
TOTAL DE DOCUMENTOS		9	158393	03/04/2023			
TOTAL DE DOCUMENTOS		4	158393	03/04/2023			
TOTAL DE DOCUMENTOS		1	158393	08/05/2023			
TOTAL DE DOCUMENTOS		7	158393	08/05/2023			
TOTAL DE DOCUMENTOS		5	158393	08/05/2023			
TOTAL DE DOCUMENTOS		27	158393	08/05/2023			
TOTAL DE DOCUMENTOS		8	158393	08/05/2023			
TOTAL DE DOCUMENTOS		10	158393	08/05/2023			
TOTAL DE DOCUMENTOS		12	158393	08/05/2023			
TOTAL DE DOCUMENTOS		2	158393	08/05/2023			
TOTAL DE DOCUMENTOS		23	158393	08/05/2023			
TOTAL DE DOCUMENTOS		9	158393	08/05/2023			
TOTAL DE DOCUMENTOS		2	158393	08/05/2023			
TOTAL DE DOCUMENTOS		6	158393	08/05/2023			
TOTAL DE DOCUMENTOS		5	158393	08/05/2023			
TOTAL DE DOCUMENTOS		9	158393	08/05/2023			
TOTAL DE DOCUMENTOS		8	158393	08/05/2023			
TOTAL DE DOCUMENTOS		2	158393	08/05/2023			
TOTAL DE DOCUMENTOS		9	158393	08/05/2023			
TOTAL DE DOCUMENTOS		14	158393	08/05/2023			
TOTAL DE DOCUMENTOS		6	158393	08/05/2023			
TOTAL DE DOCUMENTOS		8	158393	08/05/2023			
TOTAL DE DOCUMENTOS		7	158393	08/05/2023			
TOTAL DE DOCUMENTOS		25	158393	05/06/2023			
TOTAL DE DOCUMENTOS		7	158393	05/06/2023			
TOTAL DE DOCUMENTOS		8	158393	05/06/2023			
TOTAL DE DOCUMENTOS		8	158393	05/06/2023			
TOTAL DE DOCUMENTOS		17	158393	05/06/2023			
TOTAL DE DOCUMENTOS		10	158393	05/06/2023			
TOTAL DE DOCUMENTOS		7	158393	05/06/2023			
TOTAL DE DOCUMENTOS		2	158393	05/06/2023			
TOTAL DE DOCUMENTOS		1	158393	05/06/2023			
TOTAL DE DOCUMENTOS		12	158393	05/06/2023			
TOTAL DE DOCUMENTOS		15	158393	05/06/2023			
TOTAL DE DOCUMENTOS		4	158393	05/06/2023			
TOTAL DE DOCUMENTOS		11	158393	05/06/2023			
TOTAL DE DOCUMENTOS		4	158393	05/06/2023			
TOTAL DE DOCUMENTOS		8	158393	03/07/2023			
TOTAL DE DOCUMENTOS		15	158393	03/07/2023			
TOTAL DE DOCUMENTOS		7	158393	03/07/2023			
TOTAL DE DOCUMENTOS		11	158393	03/07/2023			
TOTAL DE DOCUMENTOS		21	158393	03/07/2023			
TOTAL DE DOCUMENTOS		8	158393	03/07/2023			
TOTAL DE DOCUMENTOS		14	158393	03/07/2023			
TOTAL DE DOCUMENTOS		8	158393	03/07/2023			
TOTAL DE DOCUMENTOS		21	158393	03/07/2023			
TOTAL DE DOCUMENTOS		9	158393	03/07/2023			
TOTAL DE DOCUMENTOS		8	158393	03/07/2023			
TOTAL DE DOCUMENTOS		21	158393	03/07/2023			
TOTAL DE DOCUMENTOS		3	158393	03/07/2023			
TOTAL DE DOCUMENTOS		15	158393	03/07/2023			
TOTAL DE DOCUMENTOS		19	158393	03/07/2023			
TOTAL DE DOCUMENTOS		6	158393	03/07/2023			
TOTAL DE DOCUMENTOS		12	158393	03/07/2023			
TOTAL DE DOCUMENTOS		14	158393	03/07/2023			
TOTAL DE DOCUMENTOS		2	158393	03/07/2023			
TOTAL DE DOCUMENTOS		4	158393	03/07/2023			
TOTAL DE DOCUMENTOS		5	158393	03/07/2023			
TOTAL DE DOCUMENTOS		3	158393	03/07/2023			
TOTAL DE DOCUMENTOS		8	158393	03/07/2023			
TOTAL DE DOCUMENTOS		13	158393	03/07/2023			
TOTAL DE DOCUMENTOS		5	154679	02/01/2023			
TOTAL DE DOCUMENTOS		13	154679	02/01/2023			
TOTAL DE DOCUMENTOS		9	154679	02/01/2023			
TOTAL DE DOCUMENTOS		26	154679	02/01/2023			
TOTAL DE DOCUMENTOS		4	154679	02/01/2023			
TOTAL DE DOCUMENTOS		4	154679	02/01/2023			
TOTAL DE DOCUMENTOS		3	154679	02/01/2023			
TOTAL DE DOCUMENTOS		15	154679	02/01/2023			
TOTAL DE DOCUMENTOS		8	154679	02/01/2023			
TOTAL DE DOCUMENTOS		24	154679	02/01/2023			
TOTAL DE DOCUMENTOS		3	154679	02/01/2023			
TOTAL DE DOCUMENTOS		9	154679	02/01/2023			
TOTAL DE DOCUMENTOS		2	154679	02/01/2023			
TOTAL DE DOCUMENTOS		3	154679	01/02/2023			
TOTAL DE DOCUMENTOS		9	154679	01/02/2023			
TOTAL DE DOCUMENTOS		5	154679	01/02/2023			
TOTAL DE DOCUMENTOS		8	154679	01/02/2023			
TOTAL DE DOCUMENTOS		94	154679	01/02/2023			
TOTAL DE DOCUMENTOS		9	154679	01/02/2023			
TOTAL DE DOCUMENTOS		6	154679	01/02/2023			
TOTAL DE DOCUMENTOS		11	154679	01/02/2023			
TOTAL DE DOCUMENTOS		7	154679	01/02/2023			
TOTAL DE DOCUMENTOS		8	154679	01/02/2023			
TOTAL DE DOCUMENTOS		4	154679	01/02/2023			
TOTAL DE DOCUMENTOS		62	154679	01/02/2023			
TOTAL DE DOCUMENTOS		3	154679	01/02/2023			
TOTAL DE DOCUMENTOS		6	154679	01/02/2023			
TOTAL DE DOCUMENTOS		23	154679	06/03/2023			
TOTAL DE DOCUMENTOS		3	154679	06/03/2023			
TOTAL DE DOCUMENTOS		2	154679	06/03/2023			
TOTAL DE DOCUMENTOS		178	154679	06/03/2023			
TOTAL DE DOCUMENTOS		7	154679	06/03/2023			
TOTAL DE DOCUMENTOS		12	154679	06/03/2023			
TOTAL DE DOCUMENTOS		6	154679	06/03/2023			
TOTAL DE DOCUMENTOS		7	154679	06/03/2023			
TOTAL DE DOCUMENTOS		1	154679	06/03/2023			
TOTAL DE DOCUMENTOS		8	154679	06/03/2023			
TOTAL DE DOCUMENTOS		1	154679	06/03/2023			
TOTAL DE DOCUMENTOS		1	154679	06/03/2023			
TOTAL DE DOCUMENTOS		3	154679	06/03/2023			
TOTAL DE DOCUMENTOS		2	154679	06/03/2023			
TOTAL DE DOCUMENTOS		9	154679	06/03/2023			
TOTAL DE DOCUMENTOS		1	154679	06/03/2023			
TOTAL DE DOCUMENTOS		8	154679	06/03/2023			
TOTAL DE DOCUMENTOS		9	154679	06/03/2023			
TOTAL DE DOCUMENTOS		10	154679	06/03/2023			
TOTAL DE DOCUMENTOS		7	154679	06/03/2023			
TOTAL DE DOCUMENTOS		5	154679	03/04/2023			
TOTAL DE DOCUMENTOS		4	154679	03/04/2023			
TOTAL DE DOCUMENTOS		15	154679	03/04/2023			
TOTAL DE DOCUMENTOS		3	154679	03/04/2023			
TOTAL DE DOCUMENTOS		1	154679	03/04/2023			
TOTAL DE DOCUMENTOS		3	154679	03/04/2023			
TOTAL DE DOCUMENTOS		11	154679	03/04/2023			
TOTAL DE DOCUMENTOS		2	154679	03/04/2023			
TOTAL DE DOCUMENTOS		5	154679	03/04/2023			
TOTAL DE DOCUMENTOS		2	154679	08/05/2023			
TOTAL DE DOCUMENTOS		5	154679	08/05/2023			
TOTAL DE DOCUMENTOS		2	154679	08/05/2023			
TOTAL DE DOCUMENTOS		2	154679	08/05/2023			
TOTAL DE DOCUMENTOS		15	154679	08/05/2023			
TOTAL DE DOCUMENTOS		5	154679	08/05/2023			
TOTAL DE DOCUMENTOS		3	154679	08/05/2023			
TOTAL DE DOCUMENTOS		12	154679	08/05/2023			
TOTAL DE DOCUMENTOS		11	154679	08/05/2023			
TOTAL DE DOCUMENTOS		1	154679	08/05/2023			
TOTAL DE DOCUMENTOS		4	154679	08/05/2023			
TOTAL DE DOCUMENTOS		4	154679	08/05/2023			
TOTAL DE DOCUMENTOS		5	154679	08/05/2023			
TOTAL DE DOCUMENTOS		13	154679	08/05/2023			
TOTAL DE DOCUMENTOS		13	154679	08/05/2023			
TOTAL DE DOCUMENTOS		4	154679	08/05/2023			
TOTAL DE DOCUMENTOS		2	154679	05/06/2023			
TOTAL DE DOCUMENTOS		5	154679	05/06/2023			
TOTAL DE DOCUMENTOS		4	154679	05/06/2023			
TOTAL DE DOCUMENTOS		11	154679	05/06/2023			
TOTAL DE DOCUMENTOS		3	154679	05/06/2023			
TOTAL DE DOCUMENTOS		7	154679	05/06/2023			
TOTAL DE DOCUMENTOS		9	154679	05/06/2023			28,19%
TOTAL DE DOCUMENTOS		2	154679	05/06/2023			
TOTAL DE DOCUMENTOS		13	154679	05/06/2023			
TOTAL DE DOCUMENTOS		15	154679	05/06/2023			
TOTAL DE DOCUMENTOS		5	154679	05/06/2023			
TOTAL DE DOCUMENTOS		7	154679	05/06/2023			
TOTAL DE DOCUMENTOS		1	154679	05/06/2023			
TOTAL DE DOCUMENTOS		12	154679	05/06/2023			
TOTAL DE DOCUMENTOS		4	154679	05/06/2023			
TOTAL DE DOCUMENTOS		5	154679	03/07/2023			
TOTAL DE DOCUMENTOS		1	154679	03/07/2023			
TOTAL DE DOCUMENTOS		11	154679	03/07/2023			
TOTAL DE DOCUMENTOS		5	154679	03/07/2023			
TOTAL DE DOCUMENTOS		14	154679	03/07/2023			
TOTAL DE DOCUMENTOS		2	154679	03/07/2023			
TOTAL DE DOCUMENTOS		5	154679	03/07/2023			
TOTAL DE DOCUMENTOS		5	154679	03/07/2023			
TOTAL DE DOCUMENTOS		7	154679	03/07/2023			
TOTAL DE DOCUMENTOS		7	154679	03/07/2023			
TOTAL DE DOCUMENTOS		12	154679	03/07/2023			
TOTAL DE DOCUMENTOS		2	154679	03/07/2023			
TOTAL DE DOCUMENTOS		12	154679	03/07/2023			
TOTAL DE DOCUMENTOS		1	158394	02/01/2023			
TOTAL DE DOCUMENTOS		175	158394	02/01/2023			
TOTAL DE DOCUMENTOS		359	158394	02/01/2023			
TOTAL DE DOCUMENTOS		1	158394	02/01/2023			
TOTAL DE DOCUMENTOS		5	158394	02/01/2023			
TOTAL DE DOCUMENTOS		24	158394	02/01/2023			
TOTAL DE DOCUMENTOS		1	158394	02/01/2023			
TOTAL DE DOCUMENTOS		3	158394	02/01/2023			
TOTAL DE DOCUMENTOS		2	158394	02/01/2023			
TOTAL DE DOCUMENTOS		53	158394	02/01/2023			
TOTAL DE DOCUMENTOS		2	158394	02/01/2023			
TOTAL DE DOCUMENTOS		15	158394	01/02/2023			
TOTAL DE DOCUMENTOS		31	158394	01/02/2023			
TOTAL DE DOCUMENTOS		2	158394	01/02/2023			
TOTAL DE DOCUMENTOS		4	158394	01/02/2023			
TOTAL DE DOCUMENTOS		5	158394	01/02/2023			
TOTAL DE DOCUMENTOS		15	158394	01/02/2023			
TOTAL DE DOCUMENTOS		5	158394	01/02/2023			
TOTAL DE DOCUMENTOS		2	158394	01/02/2023			
TOTAL DE DOCUMENTOS		2	158394	01/02/2023			
TOTAL DE DOCUMENTOS		7	158394	01/02/2023			
TOTAL DE DOCUMENTOS		1	158394	01/02/2023			
TOTAL DE DOCUMENTOS		4	158394	01/02/2023			
TOTAL DE DOCUMENTOS		1	158394	01/02/2023			
TOTAL DE DOCUMENTOS		9	158394	01/02/2023			
TOTAL DE DOCUMENTOS		2	158394	01/02/2023			
TOTAL DE DOCUMENTOS		17	158394	01/02/2023			
TOTAL DE DOCUMENTOS		5	158394	01/02/2023			
TOTAL DE DOCUMENTOS		23	158394	01/03/2023			
TOTAL DE DOCUMENTOS		15	158394	01/03/2023			
TOTAL DE DOCUMENTOS		4	158394	01/03/2023			
TOTAL DE DOCUMENTOS		5	158394	01/03/2023			
TOTAL DE DOCUMENTOS		21	158394	01/03/2023			
TOTAL DE DOCUMENTOS		15	158394	01/03/2023			
TOTAL DE DOCUMENTOS		12	158394	01/03/2023			
TOTAL DE DOCUMENTOS		12	158394	01/03/2023			
TOTAL DE DOCUMENTOS		5	158394	01/03/2023			
TOTAL DE DOCUMENTOS		5	158394	01/03/2023			
TOTAL DE DOCUMENTOS		1	158394	01/03/2023			
TOTAL DE DOCUMENTOS		15	158394	01/03/2023			
TOTAL DE DOCUMENTOS		13	158394	01/03/2023			
TOTAL DE DOCUMENTOS		22	158394	01/03/2023			
TOTAL DE DOCUMENTOS		1	158394	01/03/2023			
TOTAL DE DOCUMENTOS		5	158394	01/03/2023			
TOTAL DE DOCUMENTOS		12	158394	01/03/2023			
TOTAL DE DOCUMENTOS		17	158394	01/03/2023			
TOTAL DE DOCUMENTOS		3	158394	01/03/2023			
TOTAL DE DOCUMENTOS		17	158394	01/03/2023			
TOTAL DE DOCUMENTOS		13	158394	01/03/2023			
TOTAL DE DOCUMENTOS		3	158394	10/04/2023			
TOTAL DE DOCUMENTOS		27	158394	10/04/2023			
TOTAL DE DOCUMENTOS		12	158394	10/04/2023			
TOTAL DE DOCUMENTOS		2	158394	10/04/2023			
TOTAL DE DOCUMENTOS		3	158394	10/04/2023			
TOTAL DE DOCUMENTOS		2	158394	10/04/2023			
TOTAL DE DOCUMENTOS		5	158394	10/04/2023			
TOTAL DE DOCUMENTOS		12	158394	10/04/2023			
TOTAL DE DOCUMENTOS		5	158394	10/04/2023			
TOTAL DE DOCUMENTOS		22	158394	10/04/2023			
TOTAL DE DOCUMENTOS		5	158394	10/04/2023			
TOTAL DE DOCUMENTOS		23	158394	10/04/2023			
TOTAL DE DOCUMENTOS		5	158394	01/05/2023			
TOTAL DE DOCUMENTOS		9	158394	01/05/2023			
TOTAL DE DOCUMENTOS		5	158394	01/05/2023			
TOTAL DE DOCUMENTOS		15	158394	01/05/2023			
TOTAL DE DOCUMENTOS		22	158394	01/05/2023			
TOTAL DE DOCUMENTOS		1	158394	01/05/2023			
TOTAL DE DOCUMENTOS		4	158394	01/05/2023			
TOTAL DE DOCUMENTOS		1	158394	01/05/2023			
TOTAL DE DOCUMENTOS		3	158394	01/05/2023			
TOTAL DE DOCUMENTOS		2	158394	01/05/2023			
TOTAL DE DOCUMENTOS		2	158394	01/05/2023			
TOTAL DE DOCUMENTOS		1	158394	01/05/2023			
TOTAL DE DOCUMENTOS		7	158394	01/05/2023			
TOTAL DE DOCUMENTOS		3	158394	01/05/2023			
TOTAL DE DOCUMENTOS		4	158394	01/05/2023			
TOTAL DE DOCUMENTOS		7	158394	01/05/2023			
TOTAL DE DOCUMENTOS		11	158394	01/05/2023			
TOTAL DE DOCUMENTOS		13	158394	01/06/2023			
TOTAL DE DOCUMENTOS		5	158394	01/06/2023			
TOTAL DE DOCUMENTOS		5	158394	01/06/2023			
TOTAL DE DOCUMENTOS		14	158394	01/06/2023			
TOTAL DE DOCUMENTOS		5	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/06/2023			
TOTAL DE DOCUMENTOS		1	158394	01/06/2023			
TOTAL DE DOCUMENTOS		1	158394	01/06/2023			
TOTAL DE DOCUMENTOS		15	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/06/2023			
TOTAL DE DOCUMENTOS		1	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/06/2023			
TOTAL DE DOCUMENTOS		15	158394	01/06/2023			
TOTAL DE DOCUMENTOS		1	158394	01/06/2023			
TOTAL DE DOCUMENTOS		15	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/06/2023			
TOTAL DE DOCUMENTOS		3	158394	01/07/2023			
TOTAL DE DOCUMENTOS		4	158394	01/07/2023			
TOTAL DE DOCUMENTOS		5	158394	01/07/2023			
TOTAL DE DOCUMENTOS		11	158394	01/07/2023			
TOTAL DE DOCUMENTOS		2	158394	01/07/2023			
TOTAL DE DOCUMENTOS		5	158394	01/07/2023			
TOTAL DE DOCUMENTOS		13	158394	01/07/2023			
TOTAL DE DOCUMENTOS		2	158394	01/07/2023			
TOTAL DE DOCUMENTOS		5	158394	01/07/2023			
TOTAL DE DOCUMENTOS		4	158394	01/07/2023			
TOTAL DE DOCUMENTOS		2	158394	01/07/2023			
TOTAL DE DOCUMENTOS		3	158394	01/07/2023			
TOTAL DE DOCUMENTOS		24	158394	01/07/2023			
TOTAL DE DOCUMENTOS		9	154680	31/01/2023			
TOTAL DE DOCUMENTOS		4	154680	31/01/2023			
TOTAL DE DOCUMENTOS		4	154680	31/01/2023			
TOTAL DE DOCUMENTOS		5	154680	31/01/2023			
TOTAL DE DOCUMENTOS		23	154680	31/01/2023			
TOTAL DE DOCUMENTOS		48	154680	31/01/2023			
TOTAL DE DOCUMENTOS		2	154680	31/01/2023			
TOTAL DE DOCUMENTOS		5	154680	31/01/2023			
TOTAL DE DOCUMENTOS		2	154680	31/01/2023			
TOTAL DE DOCUMENTOS		1	154680	31/01/2023			
TOTAL DE DOCUMENTOS		6	154680	31/01/2023			
TOTAL DE DOCUMENTOS		3	154680	31/01/2023			
TOTAL DE DOCUMENTOS		13	154680	31/01/2023			
TOTAL DE DOCUMENTOS		9	154680	31/01/2023			
TOTAL DE DOCUMENTOS		7	154680	31/01/2023			
TOTAL DE DOCUMENTOS		7	154680	31/01/2023			
TOTAL DE DOCUMENTOS		13	154680	31/01/2023			
TOTAL DE DOCUMENTOS		58	154680	31/01/2023			
TOTAL DE DOCUMENTOS		93	154680	01/02/2023			
TOTAL DE DOCUMENTOS		11	154680	01/02/2023			
TOTAL DE DOCUMENTOS		5	154680	01/02/2023			
TOTAL DE DOCUMENTOS		9	154680	01/02/2023			
TOTAL DE DOCUMENTOS		6	154680	01/02/2023			
TOTAL DE DOCUMENTOS		8	154680	01/02/2023			
TOTAL DE DOCUMENTOS		2	154680	01/02/2023			
TOTAL DE DOCUMENTOS		4	154680	01/02/2023			
TOTAL DE DOCUMENTOS		13	154680	01/02/2023			
TOTAL DE DOCUMENTOS		24	154680	01/02/2023			
TOTAL DE DOCUMENTOS		9	154680	01/02/2023			
TOTAL DE DOCUMENTOS		8	154680	01/02/2023			
TOTAL DE DOCUMENTOS		7	154680	01/02/2023			
TOTAL DE DOCUMENTOS		19	154680	01/03/2023			
TOTAL DE DOCUMENTOS		8	154680	01/03/2023			
TOTAL DE DOCUMENTOS		12	154680	01/03/2023			
TOTAL DE DOCUMENTOS		4	154680	01/03/2023			
TOTAL DE DOCUMENTOS		7	154680	01/03/2023			
TOTAL DE DOCUMENTOS		9	154680	01/03/2023			
TOTAL DE DOCUMENTOS		21	154680	01/03/2023			
TOTAL DE DOCUMENTOS		1	154680	01/03/2023			
TOTAL DE DOCUMENTOS		5	154680	01/03/2023			
TOTAL DE DOCUMENTOS		4	154680	01/03/2023			
TOTAL DE DOCUMENTOS		28	154680	01/03/2023			
TOTAL DE DOCUMENTOS		5	154680	01/03/2023			
TOTAL DE DOCUMENTOS		2	154680	01/03/2023			
TOTAL DE DOCUMENTOS		2	154680	01/03/2023			
TOTAL DE DOCUMENTOS		93	154680	01/03/2023			
TOTAL DE DOCUMENTOS		6	154680	01/03/2023			
TOTAL DE DOCUMENTOS		13	154680	01/03/2023			
TOTAL DE DOCUMENTOS		25	154680	01/03/2023			
TOTAL DE DOCUMENTOS		25	154680	01/03/2023			
TOTAL DE DOCUMENTOS		10	154680	01/03/2023			
TOTAL DE DOCUMENTOS		44	154680	01/03/2023			
TOTAL DE DOCUMENTOS		8	154680	10/04/2023			
TOTAL DE DOCUMENTOS		10	154680	10/04/2023			
TOTAL DE DOCUMENTOS		16	154680	10/04/2023			
TOTAL DE DOCUMENTOS		3	154680	10/04/2023			
TOTAL DE DOCUMENTOS		9	154680	10/04/2023			
TOTAL DE DOCUMENTOS		26	154680	10/04/2023			
TOTAL DE DOCUMENTOS		11	154680	10/04/2023			
TOTAL DE DOCUMENTOS		4	154680	10/04/2023			
TOTAL DE DOCUMENTOS		10	154680	10/04/2023			
TOTAL DE DOCUMENTOS		12	154680	10/04/2023			
TOTAL DE DOCUMENTOS		13	154680	10/04/2023			
TOTAL DE DOCUMENTOS		15	154680	10/04/2023			
TOTAL DE DOCUMENTOS		1	154680	10/04/2023			
TOTAL DE DOCUMENTOS		2	154680	10/04/2023			
TOTAL DE DOCUMENTOS		4	154680	10/04/2023			
TOTAL DE DOCUMENTOS		1	154680	01/05/2023			
TOTAL DE DOCUMENTOS		5	154680	01/05/2023			
TOTAL DE DOCUMENTOS		6	154680	01/05/2023			
TOTAL DE DOCUMENTOS		31	154680	01/05/2023			
TOTAL DE DOCUMENTOS		12	154680	01/05/2023			
TOTAL DE DOCUMENTOS		5	154680	01/05/2023			
TOTAL DE DOCUMENTOS		15	154680	01/05/2023			
TOTAL DE DOCUMENTOS		4	154680	01/05/2023			
TOTAL DE DOCUMENTOS		2	154680	01/05/2023			
TOTAL DE DOCUMENTOS		4	154680	01/05/2023			
TOTAL DE DOCUMENTOS		9	154680	01/05/2023			
TOTAL DE DOCUMENTOS		11	154680	01/05/2023			
TOTAL DE DOCUMENTOS		6	154680	01/05/2023			
TOTAL DE DOCUMENTOS		3	154680	01/05/2023			
TOTAL DE DOCUMENTOS		3	154680	01/05/2023			
TOTAL DE DOCUMENTOS		8	154680	01/05/2023			
TOTAL DE DOCUMENTOS		4	154680	01/05/2023			
TOTAL DE DOCUMENTOS		8	154680	01/05/2023			
TOTAL DE DOCUMENTOS		10	154680	01/05/2023			
TOTAL DE DOCUMENTOS		6	154680	01/05/2023			
TOTAL DE DOCUMENTOS		3	154680	01/06/2023			
TOTAL DE DOCUMENTOS		10	154680	01/06/2023			
TOTAL DE DOCUMENTOS		18	154680	01/06/2023			
TOTAL DE DOCUMENTOS		4	154680	01/06/2023			
TOTAL DE DOCUMENTOS		23	154680	01/06/2023			
TOTAL DE DOCUMENTOS		6	154680	01/06/2023			
TOTAL DE DOCUMENTOS		3	154680	01/06/2023			
TOTAL DE DOCUMENTOS		11	154680	01/06/2023			
TOTAL DE DOCUMENTOS		2	154680	01/06/2023			
TOTAL DE DOCUMENTOS		10	154680	01/06/2023			
TOTAL DE DOCUMENTOS		10	154680	01/06/2023			
TOTAL DE DOCUMENTOS		3	154680	01/06/2023			
TOTAL DE DOCUMENTOS		3	154680	01/06/2023			
TOTAL DE DOCUMENTOS		25	154680	01/06/2023			
TOTAL DE DOCUMENTOS		2	154680	01/07/2023			
TOTAL DE DOCUMENTOS		2	154680	01/07/2023			
TOTAL DE DOCUMENTOS		9	154680	01/07/2023			
TOTAL DE DOCUMENTOS		27	154680	01/07/2023			
TOTAL DE DOCUMENTOS		22	154680	01/07/2023			
TOTAL DE DOCUMENTOS		4	154680	01/07/2023			
TOTAL DE DOCUMENTOS		2	154680	01/07/2023			
TOTAL DE DOCUMENTOS		1	154680	01/07/2023			
TOTAL DE DOCUMENTOS		3	154680	01/07/2023			
TOTAL DE DOCUMENTOS		1	154680	01/07/2023			
TOTAL DE DOCUMENTOS		7	154680	01/07/2023			
TOTAL DE DOCUMENTOS		3	154680	01/07/2023			
TOTAL DE DOCUMENTOS		14	154680	01/07/2023			
TOTAL DE DOCUMENTOS		12	154680	01/07/2023			
TOTAL DE DOCUMENTOS		1	154680	01/07/2023			
TOTAL DE DOCUMENTOS		2	154680	01/07/2023			
TOTAL DE DOCUMENTOS		3	154681	02/01/2023			
TOTAL DE DOCUMENTOS		6	154681	02/01/2023			
TOTAL DE DOCUMENTOS		11	154681	02/01/2023			
TOTAL DE DOCUMENTOS		7	154681	02/01/2023			
TOTAL DE DOCUMENTOS		13	154681	02/01/2023			
TOTAL DE DOCUMENTOS		2	154681	02/01/2023			
TOTAL DE DOCUMENTOS		2	154681	02/01/2023			
TOTAL DE DOCUMENTOS		7	154681	02/01/2023			
TOTAL DE DOCUMENTOS		11	154681	02/01/2023			
TOTAL DE DOCUMENTOS		5	154681	02/01/2023			
TOTAL DE DOCUMENTOS		14	154681	02/01/2023			
TOTAL DE DOCUMENTOS		10	154681	02/01/2023			
TOTAL DE DOCUMENTOS		4	154681	02/01/2023			
TOTAL DE DOCUMENTOS		5	154681	02/01/2023			
TOTAL DE DOCUMENTOS		4	154681	02/01/2023			
TOTAL DE DOCUMENTOS		1	154681	02/01/2023			
TOTAL DE DOCUMENTOS		2	154681	02/01/2023			
TOTAL DE DOCUMENTOS		2	154681	01/02/2023			
TOTAL DE DOCUMENTOS		13	154681	01/02/2023			
TOTAL DE DOCUMENTOS		5	154681	01/02/2023			
TOTAL DE DOCUMENTOS		4	154681	01/02/2023			
TOTAL DE DOCUMENTOS		2	154681	01/02/2023			
TOTAL DE DOCUMENTOS		13	154681	01/02/2023			
TOTAL DE DOCUMENTOS		5	154681	01/02/2023			
TOTAL DE DOCUMENTOS		2	154681	01/02/2023			
TOTAL DE DOCUMENTOS		1	154681	01/02/2023			
TOTAL DE DOCUMENTOS		12	154681	01/02/2023			
TOTAL DE DOCUMENTOS		1	154681	01/02/2023			
TOTAL DE DOCUMENTOS		10	154681	01/02/2023			
TOTAL DE DOCUMENTOS		4	154681	01/02/2023			
TOTAL DE DOCUMENTOS		8	154681	01/02/2023			
TOTAL DE DOCUMENTOS		18	154681	01/02/2023			
TOTAL DE DOCUMENTOS		10	154681	01/02/2023			
TOTAL DE DOCUMENTOS		6	154681	01/02/2023			
TOTAL DE DOCUMENTOS		7	154681	01/03/2023			
TOTAL DE DOCUMENTOS		8	154681	01/03/2023			
TOTAL DE DOCUMENTOS		1	154681	01/03/2023			
TOTAL DE DOCUMENTOS		8	154681	01/03/2023			
TOTAL DE DOCUMENTOS		16	154681	01/03/2023			
TOTAL DE DOCUMENTOS		2	154681	01/03/2023			
TOTAL DE DOCUMENTOS		8	154681	01/03/2023			
TOTAL DE DOCUMENTOS		1	154681	01/03/2023			
TOTAL DE DOCUMENTOS		7	154681	01/03/2023			
TOTAL DE DOCUMENTOS		16	154681	01/03/2023			
TOTAL DE DOCUMENTOS		15	154681	01/03/2023			
TOTAL DE DOCUMENTOS		19	154681	01/03/2023			
TOTAL DE DOCUMENTOS		14	154681	01/03/2023			
TOTAL DE DOCUMENTOS		11	154681	01/03/2023			
TOTAL DE DOCUMENTOS		6	154681	01/03/2023			
TOTAL DE DOCUMENTOS		9	154681	01/03/2023			
TOTAL DE DOCUMENTOS		9	154681	01/03/2023			
TOTAL DE DOCUMENTOS		15	154681	01/03/2023			
TOTAL DE DOCUMENTOS		11	154681	10/04/2023			
TOTAL DE DOCUMENTOS		11	154681	10/04/2023			
TOTAL DE DOCUMENTOS		3	154681	10/04/2023			
TOTAL DE DOCUMENTOS		1	154681	10/04/2023			
TOTAL DE DOCUMENTOS		5	154681	10/04/2023			
TOTAL DE DOCUMENTOS		10	154681	10/04/2023			
TOTAL DE DOCUMENTOS		2	154681	10/04/2023			
TOTAL DE DOCUMENTOS		14	154681	10/04/2023			
TOTAL DE DOCUMENTOS		6	154681	10/04/2023			
TOTAL DE DOCUMENTOS		4	154681	10/04/2023			
TOTAL DE DOCUMENTOS		11	154681	10/04/2023			
