cod.	documento	qtd.	ug	data	doc. p/ serv.		
TOTAL DE DOCUMENTOS		11	158392	01/04/2023			
TOTAL DE DOCUMENTOS		4	158392	01/04/2023			
TOTAL DE DOCUMENTOS		12	158392	01/04/2023			
TOTAL DE DOCUMENTOS		12	158392	01/04/2023			
TOTAL DE DOCUMENTOS		17	158392	01/04/2023			
TOTAL DE DOCUMENTOS		10	158392	01/04/2023			
TOTAL DE DOCUMENTOS		3	158392	01/04/2023			
TOTAL DE DOCUMENTOS		6	158392	01/04/2023			
TOTAL DE DOCUMENTOS		7	158392	01/04/2023			
TOTAL DE DOCUMENTOS		14	158392	01/04/2023			
TOTAL DE DOCUMENTOS		193	158392	01/04/2023			
TOTAL DE DOCUMENTOS		4	158392	01/04/2023			
TOTAL DE DOCUMENTOS		5	158392	01/04/2023			
TOTAL DE DOCUMENTOS		5	158392	02/05/2023			
TOTAL DE DOCUMENTOS		15	158392	02/05/2023			
TOTAL DE DOCUMENTOS		1	158392	02/05/2023			
TOTAL DE DOCUMENTOS		2	158392	02/05/2023			
TOTAL DE DOCUMENTOS		4	158392	02/05/2023			
TOTAL DE DOCUMENTOS		10	158392	02/05/2023			
TOTAL DE DOCUMENTOS		3	158392	02/05/2023			
TOTAL DE DOCUMENTOS		117	158392	02/05/2023			
TOTAL DE DOCUMENTOS		12	158392	02/05/2023			
TOTAL DE DOCUMENTOS		19	158392	02/05/2023			
TOTAL DE DOCUMENTOS		306	158392	02/05/2023			
TOTAL DE DOCUMENTOS		202	158392	02/05/2023			
TOTAL DE DOCUMENTOS		121	158392	02/05/2023			
TOTAL DE DOCUMENTOS		35	158392	02/05/2023			
TOTAL DE DOCUMENTOS		14	158392	02/05/2023			
TOTAL DE DOCUMENTOS		66	158392	02/05/2023			
TOTAL DE DOCUMENTOS		54	158392	02/05/2023			
TOTAL DE DOCUMENTOS		5	158392	02/05/2023			
TOTAL DE DOCUMENTOS		20	158392	02/05/2023			
TOTAL DE DOCUMENTOS		5	158392	02/05/2023			
TOTAL DE DOCUMENTOS		9	158392	01/06/2023			
TOTAL DE DOCUMENTOS		2	158392	01/06/2023			
TOTAL DE DOCUMENTOS		10	158392	01/06/2023			
TOTAL DE DOCUMENTOS		2	158392	01/06/2023			
TOTAL DE DOCUMENTOS		8	158392	01/06/2023			
TOTAL DE DOCUMENTOS		18	158392	01/06/2023			
TOTAL DE DOCUMENTOS		2	158392	01/06/2023			
TOTAL DE DOCUMENTOS		6	158392	01/06/2023			
TOTAL DE DOCUMENTOS		3	158392	01/06/2023			
TOTAL DE DOCUMENTOS		9	158392	01/06/2023			
TOTAL DE DOCUMENTOS		19	158392	01/06/2023			
TOTAL DE DOCUMENTOS		8	158392	01/06/2023			
TOTAL DE DOCUMENTOS		2	158392	01/06/2023			
TOTAL DE DOCUMENTOS		4	158392	01/06/2023			
TOTAL DE DOCUMENTOS		4	158392	03/07/2023			
TOTAL DE DOCUMENTOS		2	158392	03/07/2023			
TOTAL DE DOCUMENTOS		1	158392	03/07/2023			
TOTAL DE DOCUMENTOS		15	158392	03/07/2023			
TOTAL DE DOCUMENTOS		3	158392	03/07/2023			
TOTAL DE DOCUMENTOS		8	158392	03/07/2023			
TOTAL DE DOCUMENTOS		5	158392	03/07/2023			
TOTAL DE DOCUMENTOS		15	158392	03/07/2023			
TOTAL DE DOCUMENTOS		6	158392	03/07/2023			
TOTAL DE DOCUMENTOS		21	158392	03/07/2023			
TOTAL DE DOCUMENTOS		4	158392	03/07/2023			
TOTAL DE DOCUMENTOS		3	158392	03/07/2023			
TOTAL DE DOCUMENTOS		3	158392	03/07/2023			
TOTAL DE DOCUMENTOS		2	158392	03/07/2023			
TOTAL DE DOCUMENTOS		7	158392	03/07/2023			
TOTAL DE DOCUMENTOS		5	158392	03/07/2023			
TOTAL DE DOCUMENTOS		11	158392	03/07/2023			
TOTAL DE DOCUMENTOS		2	158392	03/07/2023			
TOTAL DE DOCUMENTOS		2	158392	03/07/2023			
TOTAL DE DOCUMENTOS		1	152426	02/01/2023			
TOTAL DE DOCUMENTOS		1	152426	02/01/2023			
TOTAL DE DOCUMENTOS		10	152426	02/01/2023			
TOTAL DE DOCUMENTOS		2	152426	02/01/2023			
TOTAL DE DOCUMENTOS		5	152426	02/01/2023			
TOTAL DE DOCUMENTOS		10	152426	02/01/2023			
TOTAL DE DOCUMENTOS		11	152426	02/01/2023			
TOTAL DE DOCUMENTOS		1	152426	02/01/2023			
TOTAL DE DOCUMENTOS		23	152426	02/01/2023			
TOTAL DE DOCUMENTOS		63	152426	02/01/2023			
TOTAL DE DOCUMENTOS		4	152426	02/01/2023			
TOTAL DE DOCUMENTOS		14	152426	01/02/2023			
TOTAL DE DOCUMENTOS		1	152426	01/02/2023			
TOTAL DE DOCUMENTOS		2	152426	01/02/2023			
TOTAL DE DOCUMENTOS		2	152426	01/02/2023			
TOTAL DE DOCUMENTOS		1	152426	01/02/2023			
TOTAL DE DOCUMENTOS		11	152426	01/02/2023			
TOTAL DE DOCUMENTOS		6	152426	01/02/2023			
TOTAL DE DOCUMENTOS		13	152426	01/02/2023			
TOTAL DE DOCUMENTOS		11	152426	01/02/2023			
TOTAL DE DOCUMENTOS		16	152426	01/02/2023			
TOTAL DE DOCUMENTOS		4	152426	01/02/2023			
TOTAL DE DOCUMENTOS		2	152426	01/02/2023			
TOTAL DE DOCUMENTOS		2	152426	01/02/2023			
TOTAL DE DOCUMENTOS		1	152426	01/02/2023			
TOTAL DE DOCUMENTOS		3	152426	01/02/2023			
TOTAL DE DOCUMENTOS		4	152426	01/02/2023			
TOTAL DE DOCUMENTOS		2	152426	01/03/2023			
TOTAL DE DOCUMENTOS		2	152426	01/03/2023			
TOTAL DE DOCUMENTOS		2	152426	01/03/2023			
TOTAL DE DOCUMENTOS		13	152426	01/03/2023			
TOTAL DE DOCUMENTOS		2	152426	01/03/2023			
TOTAL DE DOCUMENTOS		9	152426	01/03/2023			
TOTAL DE DOCUMENTOS		1	152426	01/03/2023			
TOTAL DE DOCUMENTOS		8	152426	01/03/2023			
TOTAL DE DOCUMENTOS		13	152426	01/03/2023			
TOTAL DE DOCUMENTOS		14	152426	01/03/2023			
TOTAL DE DOCUMENTOS		7	152426	01/03/2023			
TOTAL DE DOCUMENTOS		5	152426	01/03/2023			
TOTAL DE DOCUMENTOS		8	152426	01/03/2023			
TOTAL DE DOCUMENTOS		12	152426	01/03/2023			
TOTAL DE DOCUMENTOS		15	152426	01/03/2023			
TOTAL DE DOCUMENTOS		6	152426	01/03/2023			
TOTAL DE DOCUMENTOS		5	152426	01/03/2023			
TOTAL DE DOCUMENTOS		4	152426	01/03/2023			
TOTAL DE DOCUMENTOS		3	152426	01/03/2023			
TOTAL DE DOCUMENTOS		16	152426	01/03/2023			
TOTAL DE DOCUMENTOS		8	152426	01/03/2023			
TOTAL DE DOCUMENTOS		3	152426	01/03/2023			
TOTAL DE DOCUMENTOS		5	152426	03/04/2023			
TOTAL DE DOCUMENTOS		3	152426	03/04/2023			
TOTAL DE DOCUMENTOS		10	152426	03/04/2023			
TOTAL DE DOCUMENTOS		7	152426	03/04/2023			
TOTAL DE DOCUMENTOS		8	152426	03/04/2023			
TOTAL DE DOCUMENTOS		4	152426	03/04/2023			
TOTAL DE DOCUMENTOS		7	152426	03/04/2023			
TOTAL DE DOCUMENTOS		12	152426	03/04/2023			
TOTAL DE DOCUMENTOS		8	152426	03/04/2023			
TOTAL DE DOCUMENTOS		11	152426	03/04/2023			
TOTAL DE DOCUMENTOS		3	152426	03/04/2023			
TOTAL DE DOCUMENTOS		4	152426	03/04/2023			
TOTAL DE DOCUMENTOS		1	152426	02/05/2023			
TOTAL DE DOCUMENTOS		2	152426	02/05/2023			
TOTAL DE DOCUMENTOS		12	152426	02/05/2023			
TOTAL DE DOCUMENTOS		3	152426	02/05/2023			
TOTAL DE DOCUMENTOS		6	152426	02/05/2023			
TOTAL DE DOCUMENTOS		9	152426	02/05/2023			
TOTAL DE DOCUMENTOS		3	152426	02/05/2023			
TOTAL DE DOCUMENTOS		7	152426	02/05/2023			
TOTAL DE DOCUMENTOS		5	152426	02/05/2023			
TOTAL DE DOCUMENTOS		8	152426	02/05/2023			
TOTAL DE DOCUMENTOS		7	152426	02/05/2023			
TOTAL DE DOCUMENTOS		8	152426	02/05/2023			
TOTAL DE DOCUMENTOS		6	152426	02/05/2023			
TOTAL DE DOCUMENTOS		1	152426	02/05/2023			
TOTAL DE DOCUMENTOS		6	152426	02/05/2023			
TOTAL DE DOCUMENTOS		8	152426	02/05/2023			
TOTAL DE DOCUMENTOS		1	152426	02/05/2023			
TOTAL DE DOCUMENTOS		15	152426	02/05/2023			
TOTAL DE DOCUMENTOS		18	152426	02/05/2023			
TOTAL DE DOCUMENTOS		1	152426	01/06/2023			
TOTAL DE DOCUMENTOS		3	152426	01/06/2023			
TOTAL DE DOCUMENTOS		2	152426	01/06/2023			
TOTAL DE DOCUMENTOS		9	152426	01/06/2023			
TOTAL DE DOCUMENTOS		17	152426	01/06/2023			
TOTAL DE DOCUMENTOS		1	152426	01/06/2023			
TOTAL DE DOCUMENTOS		31	152426	01/06/2023			
TOTAL DE DOCUMENTOS		2	152426	01/06/2023			
TOTAL DE DOCUMENTOS		10	152426	01/06/2023			
TOTAL DE DOCUMENTOS		6	152426	01/06/2023			
TOTAL DE DOCUMENTOS		38	152426	01/06/2023			
TOTAL DE DOCUMENTOS		7	152426	01/06/2023			
TOTAL DE DOCUMENTOS		2	152426	01/06/2023			
TOTAL DE DOCUMENTOS		1	152426	01/06/2023			
TOTAL DE DOCUMENTOS		1	152426	01/06/2023			
TOTAL DE DOCUMENTOS		14	152426	01/06/2023			
TOTAL DE DOCUMENTOS		4	152426	01/06/2023			
TOTAL DE DOCUMENTOS		1	152426	03/07/2023			
TOTAL DE DOCUMENTOS		3	152426	03/07/2023			
TOTAL DE DOCUMENTOS		18	152426	03/07/2023			
TOTAL DE DOCUMENTOS		10	152426	03/07/2023			
TOTAL DE DOCUMENTOS		1	152426	03/07/2023			
TOTAL DE DOCUMENTOS		5	152426	03/07/2023			
TOTAL DE DOCUMENTOS		7	152426	03/07/2023			
TOTAL DE DOCUMENTOS		14	152426	03/07/2023			
TOTAL DE DOCUMENTOS		2	152426	03/07/2023			
TOTAL DE DOCUMENTOS		11	152426	03/07/2023			
TOTAL DE DOCUMENTOS		1	152426	03/07/2023			
TOTAL DE DOCUMENTOS		9	152426	03/07/2023			
TOTAL DE DOCUMENTOS		37	152426	03/07/2023			
TOTAL DE DOCUMENTOS		3	152426	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	02/01/2023			
TOTAL DE DOCUMENTOS		1	152430	02/01/2023			
TOTAL DE DOCUMENTOS		2	152430	02/01/2023			
TOTAL DE DOCUMENTOS		8	152430	02/01/2023			
TOTAL DE DOCUMENTOS		7	152430	02/01/2023			
TOTAL DE DOCUMENTOS		9	152430	02/01/2023			
TOTAL DE DOCUMENTOS		12	152430	02/01/2023			
TOTAL DE DOCUMENTOS		7	152430	02/01/2023			
TOTAL DE DOCUMENTOS		6	152430	02/01/2023			
TOTAL DE DOCUMENTOS		12	152430	02/01/2023			
TOTAL DE DOCUMENTOS		15	152430	02/01/2023			
TOTAL DE DOCUMENTOS		13	152430	02/01/2023			
TOTAL DE DOCUMENTOS		1	152430	02/01/2023			
TOTAL DE DOCUMENTOS		4	152430	02/01/2023			
TOTAL DE DOCUMENTOS		5	152430	02/01/2023			
TOTAL DE DOCUMENTOS		5	152430	02/01/2023			
TOTAL DE DOCUMENTOS		3	152430	01/02/2023			
TOTAL DE DOCUMENTOS		18	152430	01/02/2023			
TOTAL DE DOCUMENTOS		254	152430	01/02/2023			
TOTAL DE DOCUMENTOS		18	152430	01/02/2023			
TOTAL DE DOCUMENTOS		109	152430	01/02/2023			
TOTAL DE DOCUMENTOS		5	152430	01/02/2023			
TOTAL DE DOCUMENTOS		1	152430	01/02/2023			
TOTAL DE DOCUMENTOS		1	152430	01/02/2023			
TOTAL DE DOCUMENTOS		7	152430	01/02/2023			
TOTAL DE DOCUMENTOS		1	152430	01/02/2023			
TOTAL DE DOCUMENTOS		12	152430	01/02/2023			
TOTAL DE DOCUMENTOS		667	152430	01/02/2023			
TOTAL DE DOCUMENTOS		9	152430	01/02/2023			
TOTAL DE DOCUMENTOS		9	152430	01/02/2023			
TOTAL DE DOCUMENTOS		8	152430	01/02/2023			
TOTAL DE DOCUMENTOS		10	152430	01/02/2023			
TOTAL DE DOCUMENTOS		11	152430	01/03/2023			
TOTAL DE DOCUMENTOS		14	152430	01/03/2023			
TOTAL DE DOCUMENTOS		7	152430	01/03/2023			
TOTAL DE DOCUMENTOS		11	152430	01/03/2023			
TOTAL DE DOCUMENTOS		4	152430	01/03/2023			
TOTAL DE DOCUMENTOS		5	152430	01/03/2023			
TOTAL DE DOCUMENTOS		10	152430	01/03/2023			
TOTAL DE DOCUMENTOS		15	152430	01/03/2023			
TOTAL DE DOCUMENTOS		8	152430	01/03/2023			
TOTAL DE DOCUMENTOS		3	152430	01/03/2023			
TOTAL DE DOCUMENTOS		6	152430	01/03/2023			
TOTAL DE DOCUMENTOS		6	152430	01/03/2023			
TOTAL DE DOCUMENTOS		5	152430	01/03/2023			
TOTAL DE DOCUMENTOS		15	152430	01/03/2023			
TOTAL DE DOCUMENTOS		5	152430	01/03/2023			
TOTAL DE DOCUMENTOS		11	152430	01/03/2023			
TOTAL DE DOCUMENTOS		17	152430	01/03/2023			
TOTAL DE DOCUMENTOS		25	152430	01/03/2023			
TOTAL DE DOCUMENTOS		18	152430	01/03/2023			
TOTAL DE DOCUMENTOS		3	152430	03/04/2023			
TOTAL DE DOCUMENTOS		9	152430	03/04/2023			
TOTAL DE DOCUMENTOS		18	152430	03/04/2023			
TOTAL DE DOCUMENTOS		7	152430	03/04/2023			
TOTAL DE DOCUMENTOS		7	152430	03/04/2023			
TOTAL DE DOCUMENTOS		8	152430	03/04/2023			
TOTAL DE DOCUMENTOS		10	152430	03/04/2023			
TOTAL DE DOCUMENTOS		4	152430	03/04/2023			
TOTAL DE DOCUMENTOS		5	152430	03/04/2023			
TOTAL DE DOCUMENTOS		7	152430	03/04/2023			
TOTAL DE DOCUMENTOS		6	152430	03/04/2023			
TOTAL DE DOCUMENTOS		11	152430	03/04/2023			
TOTAL DE DOCUMENTOS		12	152430	03/04/2023			
TOTAL DE DOCUMENTOS		6	152430	03/04/2023			
TOTAL DE DOCUMENTOS		3	152430	03/04/2023			
TOTAL DE DOCUMENTOS		14	152430	03/04/2023			
TOTAL DE DOCUMENTOS		1	152430	02/05/2023			
TOTAL DE DOCUMENTOS		7	152430	02/05/2023			
TOTAL DE DOCUMENTOS		11	152430	02/05/2023			
TOTAL DE DOCUMENTOS		17	152430	02/05/2023			
TOTAL DE DOCUMENTOS		6	152430	02/05/2023			
TOTAL DE DOCUMENTOS		19	152430	02/05/2023			
TOTAL DE DOCUMENTOS		15	152430	02/05/2023			
TOTAL DE DOCUMENTOS		8	152430	02/05/2023			
TOTAL DE DOCUMENTOS		10	152430	02/05/2023			
TOTAL DE DOCUMENTOS		19	152430	02/05/2023			
TOTAL DE DOCUMENTOS		4	152430	02/05/2023			
TOTAL DE DOCUMENTOS		13	152430	02/05/2023			
TOTAL DE DOCUMENTOS		8	152430	02/05/2023			
TOTAL DE DOCUMENTOS		10	152430	02/05/2023			
TOTAL DE DOCUMENTOS		15	152430	02/05/2023			
TOTAL DE DOCUMENTOS		12	152430	02/05/2023			
TOTAL DE DOCUMENTOS		7	152430	02/05/2023			
TOTAL DE DOCUMENTOS		9	152430	02/05/2023			
TOTAL DE DOCUMENTOS		12	152430	02/05/2023			
TOTAL DE DOCUMENTOS		8	152430	02/05/2023			
TOTAL DE DOCUMENTOS		14	152430	02/05/2023			
TOTAL DE DOCUMENTOS		3	152430	01/06/2023			
TOTAL DE DOCUMENTOS		2	152430	01/06/2023			
TOTAL DE DOCUMENTOS		19	152430	01/06/2023			
TOTAL DE DOCUMENTOS		2	152430	01/06/2023			
TOTAL DE DOCUMENTOS		14	152430	01/06/2023			
TOTAL DE DOCUMENTOS		15	152430	01/06/2023			
TOTAL DE DOCUMENTOS		4	152430	01/06/2023			
TOTAL DE DOCUMENTOS		9	152430	01/06/2023			
TOTAL DE DOCUMENTOS		10	152430	01/06/2023			
TOTAL DE DOCUMENTOS		12	152430	01/06/2023			
TOTAL DE DOCUMENTOS		6	152430	01/06/2023			
TOTAL DE DOCUMENTOS		7	152430	01/06/2023			
TOTAL DE DOCUMENTOS		10	152430	01/06/2023			
TOTAL DE DOCUMENTOS		3	152430	01/06/2023			
TOTAL DE DOCUMENTOS		10	152430	01/06/2023			
TOTAL DE DOCUMENTOS		3	152430	01/06/2023			
TOTAL DE DOCUMENTOS		1	152430	01/06/2023			
TOTAL DE DOCUMENTOS		8	152430	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	03/07/2023			
TOTAL DE DOCUMENTOS		8	152430	03/07/2023			
TOTAL DE DOCUMENTOS		12	152430	03/07/2023			
TOTAL DE DOCUMENTOS		5	152430	03/07/2023			
TOTAL DE DOCUMENTOS		9	152430	03/07/2023			
TOTAL DE DOCUMENTOS		14	152430	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	03/07/2023			
TOTAL DE DOCUMENTOS		18	152430	03/07/2023			
TOTAL DE DOCUMENTOS		30	152430	03/07/2023			
TOTAL DE DOCUMENTOS		7	152430	03/07/2023			
TOTAL DE DOCUMENTOS		5	152430	03/07/2023			
TOTAL DE DOCUMENTOS		21	152430	03/07/2023			
TOTAL DE DOCUMENTOS		5	152430	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	03/07/2023			
TOTAL DE DOCUMENTOS		8	152430	03/07/2023			
TOTAL DE DOCUMENTOS		13	152430	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	03/07/2023			
TOTAL DE DOCUMENTOS		12	152430	03/07/2023			
TOTAL DE DOCUMENTOS		6	152430	03/07/2023			
TOTAL DE DOCUMENTOS		12	152430	03/07/2023			
TOTAL DE DOCUMENTOS		4	152420	02/01/2023			
TOTAL DE DOCUMENTOS		2	152420	02/01/2023			
TOTAL DE DOCUMENTOS		2	152420	02/01/2023			
TOTAL DE DOCUMENTOS		3	152420	02/01/2023			
TOTAL DE DOCUMENTOS		3	152420	02/01/2023			
TOTAL DE DOCUMENTOS		7	152420	02/01/2023			
TOTAL DE DOCUMENTOS		4	152420	02/01/2023			
TOTAL DE DOCUMENTOS		4	152420	02/01/2023			
TOTAL DE DOCUMENTOS		2	152420	02/01/2023			
TOTAL DE DOCUMENTOS		1	152420	02/01/2023			
TOTAL DE DOCUMENTOS		3	152420	02/01/2023			
TOTAL DE DOCUMENTOS		8	152420	01/02/2023			
TOTAL DE DOCUMENTOS		14	152420	01/02/2023			
TOTAL DE DOCUMENTOS		16	152420	01/02/2023			
TOTAL DE DOCUMENTOS		18	152420	01/02/2023			
TOTAL DE DOCUMENTOS		37	152420	01/02/2023			
TOTAL DE DOCUMENTOS		6	152420	01/02/2023			
TOTAL DE DOCUMENTOS		4	152420	01/02/2023			
TOTAL DE DOCUMENTOS		8	152420	01/02/2023			
TOTAL DE DOCUMENTOS		27	152420	01/02/2023			
TOTAL DE DOCUMENTOS		5	152420	01/02/2023			
TOTAL DE DOCUMENTOS		5	152420	01/02/2023			
TOTAL DE DOCUMENTOS		4	152420	01/02/2023			
TOTAL DE DOCUMENTOS		3	152420	01/02/2023			
TOTAL DE DOCUMENTOS		11	152420	01/02/2023			
TOTAL DE DOCUMENTOS		1	152420	01/02/2023			
TOTAL DE DOCUMENTOS		7	152420	06/03/2023			
TOTAL DE DOCUMENTOS		11	152420	06/03/2023			
TOTAL DE DOCUMENTOS		16	152420	06/03/2023			
TOTAL DE DOCUMENTOS		3	152420	06/03/2023			
TOTAL DE DOCUMENTOS		15	152420	06/03/2023			
TOTAL DE DOCUMENTOS		7	152420	06/03/2023			
TOTAL DE DOCUMENTOS		2	152420	06/03/2023			
TOTAL DE DOCUMENTOS		7	152420	06/03/2023			
TOTAL DE DOCUMENTOS		1	152420	06/03/2023			
TOTAL DE DOCUMENTOS		13	152420	06/03/2023			
TOTAL DE DOCUMENTOS		10	152420	06/03/2023			
TOTAL DE DOCUMENTOS		4	152420	06/03/2023			
TOTAL DE DOCUMENTOS		11	152420	06/03/2023			
TOTAL DE DOCUMENTOS		4	152420	06/03/2023			
TOTAL DE DOCUMENTOS		9	152420	06/03/2023			
TOTAL DE DOCUMENTOS		22	152420	06/03/2023			
TOTAL DE DOCUMENTOS		19	152420	06/03/2023			
TOTAL DE DOCUMENTOS		47	152420	06/03/2023			
TOTAL DE DOCUMENTOS		9	152420	06/03/2023			
TOTAL DE DOCUMENTOS		16	152420	06/03/2023			
TOTAL DE DOCUMENTOS		7	152420	06/03/2023			
TOTAL DE DOCUMENTOS		20	152420	06/03/2023			
TOTAL DE DOCUMENTOS		6	152420	03/04/2023			
TOTAL DE DOCUMENTOS		3	152420	03/04/2023			
TOTAL DE DOCUMENTOS		2	152420	03/04/2023			
TOTAL DE DOCUMENTOS		2	152420	03/04/2023			
TOTAL DE DOCUMENTOS		12	152420	03/04/2023			
TOTAL DE DOCUMENTOS		4	152420	03/04/2023			
TOTAL DE DOCUMENTOS		4	152420	03/04/2023			
TOTAL DE DOCUMENTOS		5	152420	03/04/2023			
TOTAL DE DOCUMENTOS		7	152420	03/04/2023			
TOTAL DE DOCUMENTOS		1	152420	03/04/2023			
TOTAL DE DOCUMENTOS		26	152420	03/04/2023			
TOTAL DE DOCUMENTOS		12	152420	03/04/2023			
TOTAL DE DOCUMENTOS		11	152420	03/04/2023			
TOTAL DE DOCUMENTOS		6	152420	03/04/2023			
TOTAL DE DOCUMENTOS		6	152420	03/04/2023			
TOTAL DE DOCUMENTOS		7	152420	03/04/2023			
TOTAL DE DOCUMENTOS		10	152420	08/05/2023			
TOTAL DE DOCUMENTOS		21	152420	08/05/2023			
TOTAL DE DOCUMENTOS		18	152420	08/05/2023			
TOTAL DE DOCUMENTOS		4	152420	08/05/2023			
TOTAL DE DOCUMENTOS		1	152420	08/05/2023			
TOTAL DE DOCUMENTOS		33	152420	08/05/2023			
TOTAL DE DOCUMENTOS		17	152420	08/05/2023			
TOTAL DE DOCUMENTOS		19	152420	08/05/2023			
TOTAL DE DOCUMENTOS		4	152420	08/05/2023			
TOTAL DE DOCUMENTOS		12	152420	08/05/2023			
TOTAL DE DOCUMENTOS		17	152420	08/05/2023			
TOTAL DE DOCUMENTOS		1	152420	08/05/2023			
TOTAL DE DOCUMENTOS		5	152420	08/05/2023			
TOTAL DE DOCUMENTOS		3	152420	08/05/2023			
TOTAL DE DOCUMENTOS		7	152420	08/05/2023			
TOTAL DE DOCUMENTOS		18	152420	08/05/2023			
TOTAL DE DOCUMENTOS		8	152420	08/05/2023			
TOTAL DE DOCUMENTOS		7	152420	08/05/2023			
TOTAL DE DOCUMENTOS		10	152420	08/05/2023			
TOTAL DE DOCUMENTOS		2	152420	05/06/2023			
TOTAL DE DOCUMENTOS		3	152420	05/06/2023			
TOTAL DE DOCUMENTOS		1	152420	05/06/2023			
TOTAL DE DOCUMENTOS		5	152420	05/06/2023			
TOTAL DE DOCUMENTOS		4	152420	05/06/2023			
TOTAL DE DOCUMENTOS		9	152420	05/06/2023			
TOTAL DE DOCUMENTOS		12	152420	05/06/2023			
TOTAL DE DOCUMENTOS		4	152420	05/06/2023			
TOTAL DE DOCUMENTOS		15	152420	05/06/2023			
TOTAL DE DOCUMENTOS		9	152420	05/06/2023			
TOTAL DE DOCUMENTOS		6	152420	05/06/2023			
TOTAL DE DOCUMENTOS		4	152420	05/06/2023			
TOTAL DE DOCUMENTOS		8	152420	05/06/2023			
TOTAL DE DOCUMENTOS		25	152420	05/06/2023			
TOTAL DE DOCUMENTOS		3	152420	05/06/2023			
TOTAL DE DOCUMENTOS		5	152420	05/06/2023			
TOTAL DE DOCUMENTOS		1	152420	05/06/2023			
TOTAL DE DOCUMENTOS		7	152420	05/06/2023			
TOTAL DE DOCUMENTOS		12	152420	03/07/2023			
TOTAL DE DOCUMENTOS		4	152420	03/07/2023			
TOTAL DE DOCUMENTOS		3	152420	03/07/2023			
TOTAL DE DOCUMENTOS		12	152420	03/07/2023			
TOTAL DE DOCUMENTOS		1	152420	03/07/2023			
TOTAL DE DOCUMENTOS		3	152420	03/07/2023			
TOTAL DE DOCUMENTOS		7	152420	03/07/2023			
TOTAL DE DOCUMENTOS		9	152420	03/07/2023			
TOTAL DE DOCUMENTOS		24	152420	03/07/2023			
TOTAL DE DOCUMENTOS		12	152420	03/07/2023			
TOTAL DE DOCUMENTOS		8	152420	03/07/2023			
TOTAL DE DOCUMENTOS		5	152420	03/07/2023			
TOTAL DE DOCUMENTOS		7	152420	03/07/2023			
TOTAL DE DOCUMENTOS		3	152420	03/07/2023			
TOTAL DE DOCUMENTOS		71	158393	02/01/2023			
TOTAL DE DOCUMENTOS		2	158393	02/01/2023			
TOTAL DE DOCUMENTOS		9	158393	02/01/2023			
TOTAL DE DOCUMENTOS		3	158393	02/01/2023			
TOTAL DE DOCUMENTOS		7	158393	02/01/2023			
TOTAL DE DOCUMENTOS		3	158393	02/01/2023			
TOTAL DE DOCUMENTOS		23	158393	02/01/2023			
TOTAL DE DOCUMENTOS		3	158393	02/01/2023			
TOTAL DE DOCUMENTOS		3	158393	02/01/2023			
TOTAL DE DOCUMENTOS		13	158393	02/01/2023			
TOTAL DE DOCUMENTOS		10	158393	02/01/2023			
TOTAL DE DOCUMENTOS		4	158393	02/01/2023			
TOTAL DE DOCUMENTOS		1	158393	02/01/2023			
TOTAL DE DOCUMENTOS		19	158393	02/01/2023			
TOTAL DE DOCUMENTOS		8	158393	02/01/2023			
TOTAL DE DOCUMENTOS		11	158393	02/01/2023			
TOTAL DE DOCUMENTOS		12	158393	01/02/2023			
TOTAL DE DOCUMENTOS		1	158393	01/02/2023			
TOTAL DE DOCUMENTOS		14	158393	01/02/2023			
TOTAL DE DOCUMENTOS		122	158393	01/02/2023			
TOTAL DE DOCUMENTOS		2	158393	01/02/2023			
TOTAL DE DOCUMENTOS		13	158393	01/02/2023			
TOTAL DE DOCUMENTOS		10	158393	01/02/2023			
TOTAL DE DOCUMENTOS		12	158393	01/02/2023			
TOTAL DE DOCUMENTOS		908	158393	01/02/2023			
TOTAL DE DOCUMENTOS		17	158393	01/02/2023			
TOTAL DE DOCUMENTOS		4	158393	01/02/2023			
TOTAL DE DOCUMENTOS		9	158393	01/02/2023			
TOTAL DE DOCUMENTOS		10	158393	01/02/2023			
TOTAL DE DOCUMENTOS		3	158393	06/03/2023			
TOTAL DE DOCUMENTOS		1	158393	06/03/2023			
TOTAL DE DOCUMENTOS		32	158393	06/03/2023			
TOTAL DE DOCUMENTOS		3	158393	06/03/2023			
TOTAL DE DOCUMENTOS		15	158393	06/03/2023			
TOTAL DE DOCUMENTOS		1	158393	06/03/2023			
TOTAL DE DOCUMENTOS		3	158393	06/03/2023			
TOTAL DE DOCUMENTOS		1	158393	06/03/2023			
TOTAL DE DOCUMENTOS		1	158393	06/03/2023			
TOTAL DE DOCUMENTOS		15	158393	06/03/2023			
TOTAL DE DOCUMENTOS		16	158393	06/03/2023			
TOTAL DE DOCUMENTOS		26	158393	06/03/2023			
TOTAL DE DOCUMENTOS		9	158393	06/03/2023			
TOTAL DE DOCUMENTOS		8	158393	06/03/2023			
TOTAL DE DOCUMENTOS		6	158393	06/03/2023			
TOTAL DE DOCUMENTOS		9	158393	06/03/2023			
TOTAL DE DOCUMENTOS		5	158393	06/03/2023			
TOTAL DE DOCUMENTOS		23	158393	06/03/2023			
